,train_X_mean,train_X_std,train_y_mean,train_y_std
0,9.432186772781204e-07,0.0005517446782284837,-2.5904914009950783e-07,0.0018576694993666372
1,2.0125316762715265e-06,0.0004962315483333459,-2.5904914009950783e-07,0.0018576694993666372
2,-3.7144100863957e-07,0.0005003093552858081,-2.5904914009950783e-07,0.0018576694993666372
3,8.04715207391097e-07,0.0005534737860936503,-2.5904914009950783e-07,0.0018576694993666372
4,24.97437647872967,17.092718453005464,-2.5904914009950783e-07,0.0018576694993666372
5,0.041526002263099326,0.19950336688673806,-2.5904914009950783e-07,0.0018576694993666372
6,0.04157743633864195,0.1996215247065009,-2.5904914009950783e-07,0.0018576694993666372
7,0.04175979351556582,0.20003977894684632,-2.5904914009950783e-07,0.0018576694993666372
8,0.0417878484658618,0.2001040334087646,-2.5904914009950783e-07,0.0018576694993666372
9,0.04173641439031917,0.1999862147853165,-2.5904914009950783e-07,0.0018576694993666372
10,0.04169900778992453,0.199900476585876,-2.5904914009950783e-07,0.0018576694993666372
11,0.0417410902153685,0.19999692898392454,-2.5904914009950783e-07,0.0018576694993666372
12,0.04171303526507252,0.19993263353951832,-2.5904914009950783e-07,0.0018576694993666372
13,0.04180187594100979,0.20013615142902655,-2.5904914009950783e-07,0.0018576694993666372
14,0.04175511769051649,0.200029067480623,-2.5904914009950783e-07,0.0018576694993666372
15,0.04177382099071381,0.20007190924902377,-2.5904914009950783e-07,0.0018576694993666372
16,0.04168965613982587,0.1998790351957127,-2.5904914009950783e-07,0.0018576694993666372
17,0.04165224953943123,0.19979324224741982,-2.5904914009950783e-07,0.0018576694993666372
18,0.04157743633864195,0.19962152470650088,-2.5904914009950783e-07,0.0018576694993666372
19,0.0416008154638886,0.19967520531259786,-2.5904914009950783e-07,0.0018576694993666372
20,0.041483919837655356,0.1994066303625793,-2.5904914009950783e-07,0.0018576694993666372
21,0.041423134112014065,0.19926680122978885,-2.5904914009950783e-07,0.0018576694993666372
22,0.041413782461915405,0.1992452786996785,-2.5904914009950783e-07,0.0018576694993666372
23,0.041469892362507366,0.1993743724502961,-2.5904914009950783e-07,0.0018576694993666372
24,0.0417878484658618,0.2001040334087646,-2.5904914009950783e-07,0.0018576694993666372
25,0.04255000794890258,0.20184029521493205,-2.5904914009950783e-07,0.0018576694993666372
26,0.041530678088148656,0.19951411194621604,-2.5904914009950783e-07,0.0018576694993666372
27,0.041474568187556696,0.1993851257772566,-2.5904914009950783e-07,0.0018576694993666372
28,0.041474568187556696,0.19938512577725653,-2.5904914009950783e-07,0.0018576694993666372
29,0.1996343504811424,0.3997255015496445,-2.5904914009950783e-07,0.0018576694993666372
30,0.1997886527077703,0.3998414022546743,-2.5904914009950783e-07,0.0018576694993666372
31,0.20039183413913386,0.4002935759533093,-2.5904914009950783e-07,0.0018576694993666372
32,0.1996483779562904,0.3997360418272446,-2.5904914009950783e-07,0.0018576694993666372
33,0.1424864167282317,0.3495483339628161,-2.5904914009950783e-07,0.0018576694993666372
34,1.4027475147989864e-05,0.003745300839442784,-2.5904914009950783e-07,0.0018576694993666372
35,0.058036340512283395,0.23381215471447525,-2.5904914009950783e-07,0.0018576694993666372
36,4.328951898182361e-06,0.0011457325825412876,-2.5904914009950783e-07,0.0018576694993666372
37,0.03304405562361479,0.178751632192711,-2.5904914009950783e-07,0.0018576694993666372
38,0.03149168170723724,0.1746423651079179,-2.5904914009950783e-07,0.0018576694993666372
39,0.0005010566700752005,0.00022818263742275242,-2.5904914009950783e-07,0.0018576694993666372
40,0.005522149383258676,2.1594752791916094,-2.5904914009950783e-07,0.0018576694993666372
41,4.714429026483746e-06,0.0013185031612479325,-2.5904914009950783e-07,0.0018576694993666372
42,-1.8822363104351951e-06,0.0012130276536694423,-2.5904914009950783e-07,0.0018576694993666372
43,-3.4325478900758027e-06,0.0012143245282260763,-2.5904914009950783e-07,0.0018576694993666372
44,0.003773390814809273,0.9976498687652794,-2.5904914009950783e-07,0.0018576694993666372
45,0.004110050218361029,0.9976860326844376,-2.5904914009950783e-07,0.0018576694993666372
46,0.004446709621912786,0.9976611553275265,-2.5904914009950783e-07,0.0018576694993666372
47,0.004283055745186238,0.9976314067749467,-2.5904914009950783e-07,0.0018576694993666372
48,0.005035863578128361,0.9976349211527462,-2.5904914009950783e-07,0.0018576694993666372
49,50.22653841248054,10.995444061210662,-2.5904914009950783e-07,0.0018576694993666372
